Ticker,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
MMM,MMM,Industrial Conglomerates,70400581632,141.34,75.652176,108.496088,127.13
AOS,AOS,Building Products,9964057600,92.45,68.07,80.25999999999999,68.44
ABT,ABT,Health Care Equipment,198127370240,121.64,99.71,110.675,112.42
ABBV,ABBV,Biotechnology,310274424832,207.32,153.58,180.45,171.52
ACN,ACN,IT Consulting & Other Services,229157109760,387.51,278.69,333.1,372.16
ADBE,ADBE,Application Software,196844240896,638.25,432.47,535.36,437.39
AMD,AMD,Semiconductors,193455177728,227.3,117.9,172.60000000000002,118.88
AES,AES,Independent Power Producers & Energy Traders,9243351040,22.21,12.24,17.225,12.44
AFL,AFL,Life & Health Insurance,57047171072,115.5,75.08,95.28999999999999,101.25
A,A,Life Sciences Tools & Services,38415384576,155.35,124.16,139.755,133.19
APD,APD,Industrial Gases,65599582208,337.0,212.24,274.62,293.17
ABNB,ABNB,"Hotels, Resorts & Cruise Lines",83850649600,170.1,110.38,140.24,129.35
AKAM,AKAM,Internet Services & Infrastructure,14405267456,129.17,84.7,106.935,94.58
ALB,ALB,Specialty Chemicals,10419920896,153.21,71.97,112.59,88.92
ARE,ARE,Office REITs,17331146752,131.36,97.21,114.285,97.29
ALGN,ALGN,Health Care Supplies,15756283904,335.4,196.09,265.745,213.58
ALLE,ALLE,Building Products,11490313216,156.1,113.27,134.685,130.63
LNT,LNT,Electric Utilities,15126511616,64.19,46.8,55.495,58.26
ALL,ALL,Property & Casualty Insurance,51255271424,209.88,137.07,173.475,189.79
GOOGL,GOOGL,Interactive Media & Services,2351625142272,201.42,130.67,166.045,188.51
GOOG,GOOG,Interactive Media & Services,2351623045120,202.88,131.55,167.215,189.7
MO,MO,Tobacco,91248566272,58.04,39.25,48.644999999999996,52.99
AMZN,AMZN,Broadline Retail,2365033807872,233.0,144.05,188.525,223.29
AMCR,AMCR,Paper & Plastic Packaging Products & Materials,13586195456,11.48,8.78,10.129999999999999,9.4
AMTM,AMTM,Diversified Support Services,4664099328,34.5,18.3796,26.439799999999998,18.93
AEE,AEE,Multi-Utilities,23834001408,95.69,67.03,81.36,88.57
AEP,AEP,Electric Utilities,49395404800,105.18,75.22,90.2,91.24
AXP,AXP,Consumer Finance,210382487552,307.82,177.81,242.815,293.08
AIG,AIG,Multi-line Insurance,45341773824,80.83,66.06,73.445,71.09
AMT,AMT,Telecom Tower REITs,85855002624,243.56,170.46,207.01,179.4
AWK,AWK,Water Utilities,24541052928,150.68,113.34,132.01,123.83
AMP,AMP,Asset Management & Custody Banks,51623407616,577.0,368.41,472.70500000000004,525.76
AME,AME,Electrical Components & Equipment,42412634112,198.33,149.03,173.68,182.11
AMGN,AMGN,Biotechnology,141575438336,346.85,253.3,300.07500000000005,261.19
APH,APH,Electronic Components,85091958784,75.78,46.945,61.3625,70.01
ADI,ADI,Semiconductors,105105776640,244.14,181.81,212.975,207.78
ANSS,ANSS,Application Software,29591330816,364.31,289.82,327.065,334.48
AON,AON,Insurance Brokers,77524877312,395.33,268.06,331.695,353.75
APA,APA,Oil & Gas Exploration & Production,7783685632,37.82,20.32,29.07,20.48
AAPL,AAPL,"Technology Hardware, Storage & Peripherals",3846819807232,255.0,164.08,209.54000000000002,249.79
AMAT,AMAT,Semiconductor Materials & Equipment,133110726656,255.89,148.05,201.97,161.44
APTV,APTV,Automotive Parts & Equipment,13834219520,91.66,51.47,71.565,57.01
ACGL,ACGL,Property & Casualty Insurance,34234257408,116.47,73.04,94.755,88.99
ADM,ADM,Agricultural Products & Services,24161183744,74.02,48.92,61.47,49.38
ANET,ANET,Communications Equipment,142113521664,116.94,56.65,86.795,109.07
AJG,AJG,Insurance Brokers,70719234048,316.72,221.15,268.935,279.09
AIZ,AIZ,Multi-line Insurance,10886776832,230.55,160.12,195.335,208.44
T,T,Integrated Telecommunication Services,163237838848,24.03,15.94,19.985,22.57
ATO,ATO,Gas Utilities,21710899200,152.65,110.46,131.555,137.97
ADSK,ADSK,Application Software,64247537664,326.62,195.32,260.97,293.63
ADP,ADP,Human Resource & Employment Services,119800504320,309.63,230.38,270.005,291.33
AZO,AZO,Automotive Retail,54690828288,3416.71,2510.0,2963.355,3215.29
AVB,AVB,Multi-Family Residential REITs,31600791552,239.29,169.37,204.32999999999998,217.16
AVY,AVY,Paper & Plastic Packaging Products & Materials,15115568128,233.48,185.73,209.605,186.26
AXON,AXON,Aerospace & Defense,48169394176,698.67,241.72,470.195,615.68
BKR,BKR,Oil & Gas Equipment & Services,39897690112,45.17,28.32,36.745000000000005,39.8
BALL,BALL,"Metal, Glass & Plastic Containers",16652169216,71.32,54.06,62.69,55.36
BAC,BAC,Diversified Banks,338911100928,48.08,31.27,39.675,43.38
BAX,BAX,Health Care Equipment,15062345728,44.01,28.62,36.315,28.9
BDX,BDX,Health Care Equipment,66029019136,249.89,218.75,234.32,223.83
BRK.B,BRK.B,Multi-Sector Holdings,N/A,N/A,N/A,N/A,N/A
BBY,BBY,Computer & Electronics Retail,18290247680,103.71,69.29,86.5,85.2
TECH,TECH,Life Sciences Tools & Services,11626127360,85.57,61.16,73.365,71.39
BIIB,BIIB,Biotechnology,21343463424,268.3,145.07,206.685,147.39
BLK,BLK,Asset Management & Custody Banks,159322472448,1082.45,745.55,914.0,1016.33
BX,BX,Asset Management & Custody Banks,207208415232,200.96,114.88,157.92000000000002,168.91
BK,BK,Asset Management & Custody Banks,56435798016,82.72,51.35,67.035,76.41
BA,BA,Aerospace & Defense,132689018880,264.66,137.03,200.84500000000003,177.04
BKNG,BKNG,"Hotels, Resorts & Cruise Lines",167091666944,5337.24,3180.0,4258.62,4980.4
BWA,BWA,Automotive Parts & Equipment,6972155904,38.23,29.51,33.87,31.48
BSX,BSX,Health Care Equipment,131097174016,91.93,55.69,73.81,88.66
BMY,BMY,Pharmaceuticals,116275560448,61.08,39.35,50.215,56.3
AVGO,AVGO,Semiconductors,1031217348608,251.88,104.151,178.0155,218.32
BR,BR,Data Processing & Outsourced Services,26418081792,237.96,188.3,213.13,224.18
BRO,BRO,Insurance Brokers,29433659392,114.15,69.24,91.695,102.3
BF.B,BF.B,Distillers & Vintners,N/A,N/A,N/A,N/A,N/A
BLDR,BLDR,Building Products,17320292352,214.7,130.75,172.725,146.29
BG,BG,Agricultural Products & Services,11044496384,114.92,77.64,96.28,77.92
BXP,BXP,Office REITs,13164555264,90.11,56.46,73.285,73.33
CHRW,CHRW,Air Freight & Logistics,12333509632,114.82,65.0,89.91,105.0
CDNS,CDNS,Application Software,82682068992,328.99,241.29,285.14,299.87
CZR,CZR,Casinos & Gaming,6973593600,48.57,31.74,40.155,33.07
CPT,CPT,Multi-Family Residential REITs,12258713600,127.69,90.5,109.095,112.52
CPB,CPB,Packaged Foods & Meats,12371523584,52.81,40.26,46.535,41.58
COF,COF,Consumer Finance,68156760064,198.3,123.23,160.76500000000001,175.66
CAH,CAH,Health Care Distributors,28624943104,126.23,93.17,109.7,117.0
KMX,KMX,Automotive Retail,12969826304,91.25,65.83,78.53999999999999,84.23
CCL,CCL,"Hotels, Resorts & Cruise Lines",35054399488,27.17,13.78,20.475,25.18
CARR,CARR,Building Products,61451075584,83.32,53.13,68.225,66.465
CAT,CAT,Construction Machinery & Heavy Transportation Equipment,176724836352,418.5,276.94,347.72,360.37
CBOE,CBOE,Financial Exchanges & Data,20058884096,221.66,166.13,193.89499999999998,193.8
CBRE,CBRE,Real Estate Services,39525285888,142.0,82.75,112.375,125.65
CDW,CDW,Technology Distributors,23258566656,263.37,170.68,217.025,173.28
CE,CE,Specialty Chemicals,7460544000,172.16,66.73,119.445,67.03
COR,COR,Health Care Distributors,44007923712,253.27,202.43,227.85000000000002,226.27
CNC,CNC,Managed Health Care,30079856640,81.42,55.03,68.225,59.71
CNP,CNP,Multi-Utilities,21207195648,33.0,25.41,29.205,31.76
CF,CF,Fertilizers & Agricultural Chemicals,14788219904,94.46,69.13,81.79499999999999,83.82
CRL,CRL,Life Sciences Tools & Services,9499572224,275.0,176.48,225.74,182.15
SCHW,SCHW,Investment Banking & Brokerage,136028905472,83.35,59.67,71.50999999999999,73.62
CHTR,CHTR,Cable & Satellite,49977675776,415.27,236.08,325.675,352.77
CVX,CVX,Integrated Oil & Gas,254690115584,167.11,135.37,151.24,141.15
CMG,CMG,Restaurants,84303437824,69.2614,44.0818,56.6716,61.74
CB,CB,Property & Casualty Insurance,110126374912,302.05,220.23,261.14,273.16
CHD,CHD,Household Products,25994287104,113.5,91.58,102.53999999999999,105.85
CI,CI,Health Care Services,77026131968,370.83,262.03,316.42999999999995,274.8
CINF,CINF,Property & Casualty Insurance,22598461440,161.75,101.41,131.57999999999998,142.23
CTAS,CTAS,Diversified Support Services,75429543936,228.12,143.6375,185.87875,182.79
CSCO,CSCO,Communications Equipment,233071116288,60.23,44.5,52.364999999999995,57.63
C,C,Diversified Banks,130856288256,73.38,50.51,61.94499999999999,68.42
CFG,CFG,Regional Banks,19148457984,49.25,30.24,39.745,42.45
CLX,CLX,Household Products,20354547712,171.37,127.6,149.485,164.13
CME,CME,Financial Exchanges & Data,85957140480,249.02,190.7,219.86,236.82
CMS,CMS,Multi-Utilities,19902068736,72.4,55.1,63.75,65.76
KO,KO,Soft Drinks & Non-alcoholic Beverages,269452886016,73.53,57.93,65.73,62.45
CTSH,CTSH,IT Consulting & Other Services,39284137984,82.46,63.79,73.125,79.49
CL,CL,Household Products,75189518336,109.3,78.3,93.8,92.92
CMCSA,CMCSA,Cable & Satellite,146250366976,47.11,36.43,41.769999999999996,37.4
CAG,CAG,Packaged Foods & Meats,12940145664,33.24,26.21,29.725,26.81
COP,COP,Oil & Gas Exploration & Production,123043438592,135.18,94.23,114.70500000000001,95.18
ED,ED,Multi-Utilities,31191611392,107.75,85.85,96.8,89.07
STZ,STZ,Distillers & Vintners,41334652928,274.87,224.76,249.815,227.05
CEG,CEG,Electric Utilities,71004364800,288.753,109.44,199.0965,225.17
COO,COO,Health Care Supplies,18649036800,112.38,84.76,98.57,91.93
CPRT,CPRT,Diversified Support Services,56096600064,64.38,46.21,55.295,58.45
GLW,GLW,Electronic Components,40507248640,51.03,29.71,40.370000000000005,47.06
CPAY,CPAY,Transaction & Payment Processing Services,23968733184,385.3,247.1,316.2,339.09
CTVA,CTVA,Fertilizers & Agricultural Chemicals,39505600512,64.2,44.01,54.105000000000004,56.16
CSGP,CSGP,Real Estate Services,29287542784,100.38,68.26,84.32,69.84
COST,COST,Consumer Staples Merchandise Retail,423510736896,1008.25,640.51,824.38,954.8
CTRA,CTRA,Oil & Gas Exploration & Production,17439016960,28.9,22.3,25.6,23.67
CRWD,CRWD,Systems Software,89236021248,398.327,200.81,299.5685,351.03
CCI,CCI,Telecom Tower REITs,39400656896,120.92,89.64,105.28,90.73
CSX,CSX,Rail Transportation,61420175360,40.12,31.43,35.775,31.58
CMI,CMI,Construction Machinery & Heavy Transportation Equipment,48203010048,387.9,226.53,307.215,349.7
CVS,CVS,Health Care Services,55823069184,83.25,43.6,63.425,43.78
DHR,DHR,Life Sciences Tools & Services,165075959808,281.7,222.53,252.115,226.16
DRI,DRI,Restaurants,22041825280,188.88,135.87,162.375,183.44
DVA,DVA,Health Care Services,12455345152,169.52,103.4,136.46,147.54
DAY,DAY,Human Resource & Employment Services,11802267648,82.69,47.08,64.88499999999999,74.0
DECK,DECK,Footwear,32050984960,214.7039,108.64833,161.676115,205.28
DE,DE,Agricultural & Farm Machinery,117453471744,469.39,340.2,404.79499999999996,426.63
DELL,DELL,"Technology Hardware, Storage & Peripherals",81092141056,179.7,74.32,127.00999999999999,111.96
DAL,DAL,Passenger Airlines,39316971520,67.5,36.34,51.92,60.38
DVN,DVN,Oil & Gas Exploration & Production,20212811776,55.09,30.3898,42.739900000000006,30.52
DXCM,DXCM,Health Care Equipment,31263223808,142.0,62.34,102.17,75.82
FANG,FANG,Oil & Gas Exploration & Production,45240774656,214.5,147.93,181.215,153.06
DLR,DLR,Data Center REITs,60376125440,198.0,130.0,164.0,176.81
DFS,DFS,Consumer Finance,43475628032,188.26,96.46,142.35999999999999,169.27
DG,DG,Consumer Staples Merchandise Retail,16802347008,168.07,72.12,120.095,73.89
DLTR,DLTR,Consumer Staples Merchandise Retail,15684945920,151.22,60.49,105.855,69.06
D,D,Multi-Utilities,45074935808,61.97,43.53,52.75,52.99
DPZ,DPZ,Restaurants,14716847104,542.75,395.08,468.91499999999996,427.64
DOV,DOV,Industrial Machinery & Supplies & Components,25966329856,208.26,143.97,176.115,188.94
DOW,DOW,Commodity Chemicals,27961675776,60.69,38.85,49.769999999999996,39.1
DHI,DHI,Homebuilding,44790935552,199.85,133.02,166.435,137.24
DTE,DTE,Multi-Utilities,24889397248,131.67,102.17,116.91999999999999,118.11
DUK,DUK,Electric Utilities,83644350464,121.25,90.09,105.67,107.08
DD,DD,Specialty Chemicals,32299563008,90.06,61.14,75.6,76.85
EMN,EMN,Specialty Chemicals,10636177408,114.5,80.71,97.60499999999999,90.03
ETN,ETN,Electrical Components & Equipment,133625020416,379.99,231.84,305.915,335.64
EBAY,EBAY,Broadline Retail,31139790848,67.8,40.16,53.98,63.95
ECL,ECL,Specialty Chemicals,67474665472,262.61,193.46,228.03500000000003,235.53
EIX,EIX,Electric Utilities,30786168832,88.77,63.15,75.96,77.93
EW,EW,Health Care Equipment,44122935296,96.12,58.93,77.525,73.93
EA,EA,Interactive Home Entertainment,38763950080,168.5,124.92,146.71,147.89
ELV,ELV,Managed Health Care,84874543104,567.26,362.21,464.735,366.48
EMR,EMR,Electrical Components & Equipment,70673096704,134.85,91.65,113.25,122.35
ENPH,ENPH,Semiconductor Materials & Equipment,9653395456,141.63,58.33,99.97999999999999,65.8
ETR,ETR,Electric Utilities,32216944640,79.035,48.075,63.555,74.49
EOG,EOG,Oil & Gas Exploration & Production,66954047488,139.67,108.94,124.30499999999999,118.22
EPAM,EPAM,IT Consulting & Other Services,14081654784,317.5,169.43,243.465,246.8
EQT,EQT,Oil & Gas Exploration & Production,25651447808,48.02,30.02,39.02,42.65
EFX,EFX,Research & Consulting Services,32032915456,309.63,213.02,261.325,253.66
EQIX,EQIX,Data Center REITs,89465782272,994.03,684.14,839.085,921.57
EQR,EQR,Multi-Family Residential REITs,27904485376,78.83,57.33,68.08,69.49
ERIE,ERIE,Insurance Brokers,21777698816,547.0,321.05,434.025,408.38
ESS,ESS,Multi-Family Residential REITs,18898388992,317.73,223.06,270.395,279.01
EL,EL,Personal Care Products,26693603328,159.75,62.29,111.02,74.7
EG,EG,Reinsurance,15327888384,407.3,343.76,375.53,349.36
EVRG,EVRG,Electric Utilities,14127425536,65.47,48.04,56.754999999999995,60.53
ES,ES,Electric Utilities,20866592768,69.01,52.09,60.550000000000004,55.9
EXC,EXC,Electric Utilities,37198807040,41.19,33.35,37.269999999999996,37.19
EXPE,EXPE,"Hotels, Resorts & Cruise Lines",23711924224,192.34,107.25,149.79500000000002,179.41
EXPD,EXPD,Air Freight & Logistics,15604525056,131.59,111.05,121.32,112.74
EXR,EXR,Self-Storage REITs,32422465536,184.87,131.02,157.945,142.35
XOM,XOM,Integrated Oil & Gas,465308188672,126.34,95.77,111.055,105.51
FFIV,FFIV,Communications Equipment,14785608704,264.5,159.01,211.755,250.41
FDS,FDS,Financial Exchanges & Data,18368344064,499.87,391.84,445.855,489.73
FICO,FICO,Application Software,50910969856,2402.52,1105.65,1754.085,2044.89
FAST,FAST,Trading Companies & Distributors,42863333376,84.88,61.33,73.10499999999999,74.03
FRT,FRT,Retail REITs,9579524096,118.34,95.98,107.16,109.55
FDX,FDX,Air Freight & Logistics,66409852928,313.84,234.45,274.145,275.88
FIS,FIS,Transaction & Payment Processing Services,43854315520,91.98,58.24,75.11,80.14
FITB,FITB,Regional Banks,28500453376,49.07,32.29,40.68,42.26
FSLR,FSLR,Semiconductors,19526307840,306.77,135.88,221.325,175.88
FE,FE,Electric Utilities,22931654656,44.97,35.41,40.19,39.16
FI,FI,Transaction & Payment Processing Services,117225758720,223.23,131.41,177.32,202.26
FMC,FMC,Fertilizers & Agricultural Chemicals,6260525568,68.72,47.73,58.224999999999994,47.86
F,F,Automobile Manufacturers,39265984512,14.85,9.49,12.17,9.74
FTNT,FTNT,Systems Software,74491568128,100.59,54.57,77.58,94.85
FTV,FTV,Industrial Machinery & Supplies & Components,25830350848,87.1,66.15,76.625,73.24
FOXA,FOXA,Broadcasting,21946050560,50.63,28.285,39.4575,48.84
FOX,FOX,Broadcasting,21941315584,47.8,25.815,36.8075,45.97
BEN,BEN,Asset Management & Custody Banks,10736411648,30.32,18.95,24.634999999999998,19.97
FCX,FCX,Copper,55839100928,55.24,36.26,45.75,38.24
GRMN,GRMN,Consumer Electronics,40131305472,222.97,119.15,171.06,205.42
IT,IT,IT Consulting & Other Services,37892227072,559.0,411.15,485.075,481.22
GE,GE,Aerospace & Defense,182225174528,194.8,98.68316,146.74158,164.8
GEHC,GEHC,Health Care Equipment,36051849216,94.55,71.31,82.93,77.43
GEV,GEV,Heavy Electrical Equipment,94455259136,357.09,119.0,238.045,332.55
GEN,GEN,Systems Software,17151517696,31.72,19.08,25.4,27.45
GNRC,GNRC,Electrical Components & Equipment,9297047552,195.94,108.89,152.415,156.12
GD,GD,Aerospace & Defense,72492826624,316.9,247.36,282.13,260.28
GIS,GIS,Packaged Foods & Meats,35063803904,75.9,61.48,68.69,64.01
GM,GM,Automobile Manufacturers,56970276864,61.24,34.32,47.78,50.34
GPC,GPC,Distributors,16090636288,164.45,112.74,138.595,114.62
GILD,GILD,Biotechnology,115367206912,98.9,62.07,80.485,91.09
GPN,GPN,Transaction & Payment Processing Services,28511076352,141.78,91.6,116.69,110.58
GL,GL,Life & Health Insurance,9182754816,132.0,38.95,85.475,105.91
GDDY,GDDY,Internet Services & Infrastructure,28837718016,211.11,99.9,155.505,202.94
GS,GS,Investment Banking & Brokerage,177704452096,612.73,372.07,492.4,553.99
HAL,HAL,Oil & Gas Equipment & Services,22814697472,41.56,25.51,33.535000000000004,25.77
HIG,HIG,Property & Casualty Insurance,31734368256,124.9,79.33,102.11500000000001,107.06
HAS,HAS,Leisure Products,8032467456,73.46,46.09,59.775,56.51
HCA,HCA,Health Care Facilities,76906029056,417.14,268.8,342.97,297.52
DOC,DOC,Health Care REITs,14072794112,23.26,16.02,19.64,19.76
HSIC,HSIC,Health Care Distributors,8705227776,82.63,63.67,73.15,68.95
HSY,HSY,Packaged Foods & Meats,34452963328,211.92,168.16,190.04,168.94
HES,HES,Integrated Oil & Gas,39497650176,163.98,123.79,143.885,127.66
HPE,HPE,"Technology Hardware, Storage & Peripherals",28424284160,24.24,14.465,19.3525,20.76
HLT,HLT,"Hotels, Resorts & Cruise Lines",60803608576,259.01,178.23,218.62,245.75
HOLX,HOLX,Health Care Equipment,16260322304,84.67,70.36,77.515,70.76
HD,HD,Home Improvement Retail,389994315776,439.37,323.77,381.57,385.02
HON,HON,Industrial Conglomerates,148464402432,242.77,189.66,216.215,226.88
HRL,HRL,Packaged Foods & Meats,17392732160,36.86,28.51,32.685,31.58
HST,HST,Hotel & Resort REITs,12895228928,21.31,15.71,18.509999999999998,17.63
HWM,HWM,Aerospace & Defense,45025906688,120.71,52.56,86.63499999999999,109.35
HPQ,HPQ,"Technology Hardware, Storage & Peripherals",30891065344,39.8,27.43,33.614999999999995,32.46
HUBB,HUBB,Industrial Machinery & Supplies & Components,22906568704,481.345,315.375,398.36,424.55
HUM,HUM,Managed Health Care,29753559040,475.0,213.31,344.155,235.78
HBAN,HBAN,Regional Banks,23709857792,18.45,12.02,15.235,15.91
HII,HII,Aerospace & Defense,7452174848,299.5,184.29,241.89499999999998,187.61
IBM,IBM,IT Consulting & Other Services,206528708608,239.35,157.89,198.62,223.92
IEX,IEX,Industrial Machinery & Supplies & Components,16082113536,246.36,189.51,217.935,210.26
IDXX,IDXX,Health Care Equipment,33757788160,583.39,398.5,490.945,409.03
ITW,ITW,Industrial Machinery & Supplies & Components,76429549568,279.13,232.77,255.95,258.11
INCY,INCY,Biotechnology,13262025728,83.95,50.35,67.15,67.06
IR,IR,Industrial Machinery & Supplies & Components,37189947392,106.03,74.01,90.02000000000001,91.26
PODD,PODD,Health Care Equipment,18698500096,279.77,160.19,219.98,256.56
